entity_id	valid	rejected	polled	electors	UNP	TULF	IND	SLFP	SLMC	ELJP	MEP	USA	INDI	ACTC	DPLF	IND 1	IND 2	USF	IND1	IND2	USP
LK-6145285	253.0	13.0	266.0	404.0	143.0			97.0		9.0	1.0	2.0									
LK-7148175	253.0	29.0	283.0	540.0	123.0		3.0	120.0		3.0	1.0	4.0									
LK-3242265	253.0	15.0	268.0	505.0	133.0			89.0		6.0	2.0	23.0									
LK-6115020	253.0	20.0	272.0	430.0	149.0			82.0		10.0	3.0	8.0									
LK-6139120	253.0	20.0	273.0	432.0	150.0			82.0		10.0	3.0	8.0									
LK-5224130	253.0	10.0	263.0	312.0	47.0	81.0		16.0	108.0									0.0			
LK-6124250	253.0	23.0	276.0	429.0	154.0			79.0		1.0	1.0	18.0									
LK-3136160	253.0	17.0	270.0	377.0	136.0			92.0	1.0	1.0	3.0	20.0									
LK-6106170	253.0	22.0	276.0	381.0	129.0			107.0		7.0	2.0	8.0									
LK-3142135	253.0	12.0	265.0	354.0	123.0			123.0	1.0	3.0	1.0	2.0									
LK-6175020	253.0	10.0	263.0	328.0	135.0			112.0		4.0	1.0	1.0									
LK-2203230	253.0	22.0	275.0	417.0	136.0			109.0		5.0		3.0									
LK-9118070	253.0	18.0	271.0	325.0	155.0			92.0		1.0									1.0		5.0
LK-3124080	253.0	15.0	267.0	346.0	128.0			120.0	1.0	1.0	1.0	2.0									
LK-6218070	253.0	14.0	268.0	356.0	156.0			89.0	4.0	2.0		2.0							0.0	1.0	
LK-1227150	253.0	12.0	265.0	344.0	112.0			127.0		8.0		5.0									
LK-1212170	253.0	12.0	264.0	335.0	144.0			100.0		7.0		2.0									
LK-1215225	253.0	10.0	264.0	329.0	138.0			108.0		3.0		4.0									
LK-1224030	253.0	10.0	263.0	346.0	127.0			116.0		4.0		6.0									
LK-7121125	252.0	15.0	268.0	574.0	144.0		6.0	99.0		1.0	1.0	2.0									
LK-3109150	252.0	22.0	274.0	575.0	115.0			126.0	2.0	3.0	1.0	5.0									
LK-8118030	252.0	22.0	274.0	333.0	148.0			91.0		6.0	1.0	6.0									
LK-8124170	252.0	23.0	275.0	354.0	145.0			86.0		7.0	2.0	11.0									
LK-2209200	252.0	22.0	274.0	372.0	182.0			65.0		1.0		3.0									
LK-3151060	252.0	16.0	268.0	529.0	130.0			113.0	0.0	2.0	4.0	3.0									
LK-1336065	252.0	22.0	274.0	610.0	142.0			99.0	1.0	2.0	1.0	6.0									
LK-1312185	252.0	21.0	273.0	490.0	140.0			103.0	3.0	1.0	2.0	2.0									
LK-2218240	252.0	20.0	272.0	385.0	174.0			69.0		3.0		6.0									
LK-5221085	252.0	10.0	262.0	311.0	46.0	81.0		16.0	108.0									0.0			
LK-5236045	252.0	9.0	261.0	284.0	39.0	53.0		6.0	152.0									1.0			
LK-6103115	252.0	22.0	274.0	379.0	128.0			107.0		7.0	2.0	8.0									
LK-6106260	252.0	22.0	274.0	379.0	128.0			107.0		7.0	2.0	8.0									
LK-6184250	252.0	15.0	267.0	350.0	157.0			81.0		6.0	1.0	7.0									
LK-3124205	252.0	14.0	266.0	345.0	127.0			120.0	1.0	1.0	1.0	2.0									
LK-3124210	252.0	15.0	267.0	346.0	128.0			120.0	1.0	1.0	1.0	2.0									
LK-2312195	252.0	20.0	272.0	343.0	152.0			55.0	4.0			12.0			30.0						
LK-4409075	251.0	42.0	293.0	1307.0	14.0	95.0	94.0	1.0	47.0												
LK-3221025	251.0	17.0	268.0	978.0	129.0			106.0		2.0	11.0	4.0									
LK-1336205	251.0	22.0	273.0	608.0	142.0			99.0	1.0	2.0	1.0	6.0									
LK-6163315	251.0	20.0	272.0	379.0	145.0			93.0		7.0	1.0	5.0									
LK-1312170	251.0	21.0	273.0	490.0	140.0			103.0	3.0	1.0	2.0	2.0									
LK-6148040	251.0	13.0	265.0	402.0	143.0			97.0		9.0	1.0	2.0									
LK-3134005	251.0	21.0	272.0	399.0	126.0			100.0	0.0	3.0	2.0	19.0									
LK-7142090	251.0	29.0	280.0	534.0	122.0		3.0	118.0		3.0	1.0	4.0									
LK-7163060	251.0	29.0	280.0	535.0	122.0		3.0	119.0		3.0	1.0	4.0									
LK-2218145	251.0	20.0	271.0	384.0	173.0			69.0		3.0		6.0									
LK-6118115	251.0	19.0	270.0	428.0	148.0			82.0		10.0	3.0	8.0									
LK-2233205	251.0	23.0	274.0	381.0	163.0			76.0		7.0		5.0									
LK-3112065	251.0	21.0	271.0	421.0	121.0			103.0	1.0	1.0	2.0	23.0									
LK-6112060	251.0	23.0	274.0	426.0	153.0			79.0		1.0	1.0	17.0									
LK-6124130	251.0	23.0	274.0	425.0	152.0			79.0		1.0	1.0	17.0									
LK-6124295	251.0	23.0	274.0	426.0	153.0			79.0		1.0	1.0	17.0									
LK-5218085	251.0	9.0	260.0	283.0	39.0	53.0		6.0	152.0									1.0			
LK-6103150	251.0	22.0	273.0	377.0	128.0			106.0		7.0	2.0	8.0									
LK-3145270	251.0	12.0	263.0	351.0	122.0			122.0	1.0	3.0	1.0	2.0									
LK-5109040	251.0	26.0	277.0	349.0	11.0	78.0		3.0	90.0							67.0	2.0				
LK-6184170	251.0	15.0	266.0	348.0	156.0			81.0		5.0	1.0	7.0									
LK-6212035	251.0	15.0	267.0	366.0	160.0			83.0	2.0	2.0		3.0							0.0	1.0	
LK-3124110	251.0	14.0	266.0	344.0	127.0			119.0	1.0	1.0	1.0	2.0									
LK-3148185	251.0	14.0	265.0	344.0	127.0			119.0	1.0	1.0	1.0	2.0									
LK-1209015	251.0	12.0	263.0	325.0	133.0			113.0		1.0		4.0									
LK-1306150	251.0	12.0	263.0	346.0	119.0			111.0	9.0	1.0	2.0	8.0									
LK-1227650	251.0	12.0	263.0	342.0	112.0			127.0		8.0		5.0									
LK-1212620	251.0	12.0	263.0	333.0	143.0			99.0		7.0		2.0									
LK-5245030	251.0	13.0	264.0	297.0	41.0	84.0		47.0	78.0									1.0			
LK-2312050	251.0	20.0	271.0	342.0	151.0			54.0	4.0			12.0			30.0						
LK-7133075	250.0	30.0	281.0	816.0	122.0		30.0	93.0		2.0	1.0	3.0									
LK-2139505	250.0	17.0	267.0	803.0	148.0			55.0	44.0	1.0		2.0									
LK-3239005	250.0	17.0	267.0	975.0	128.0			105.0		2.0	11.0	4.0									
LK-2136390	250.0	13.0	263.0	615.0	134.0			105.0	6.0	1.0		4.0									
LK-4509175	250.0	43.0	293.0	639.0	18.0	106.0			8.0				103.0	7.0	9.0						
LK-8118115	250.0	22.0	273.0	332.0	147.0			90.0		6.0	1.0	6.0									
LK-8127075	250.0	32.0	282.0	362.0	150.0			92.0		3.0	3.0	2.0									
LK-7157075	250.0	22.0	271.0	379.0	131.0		7.0	109.0		1.0	1.0	1.0									
LK-2209230	250.0	22.0	272.0	369.0	180.0			65.0		1.0		3.0									
LK-8209170	250.0	36.0	286.0	382.0	147.0		1.0	93.0	1.0		1.0	7.0									
LK-3151175	250.0	16.0	266.0	525.0	129.0			112.0	0.0	2.0	4.0	3.0									
LK-3154290	250.0	16.0	266.0	526.0	129.0			112.0	0.0	2.0	4.0	3.0									
LK-6163055	250.0	20.0	270.0	376.0	144.0			93.0		7.0	1.0	5.0									
LK-3242050	250.0	15.0	265.0	499.0	132.0			88.0		6.0	2.0	23.0									
LK-3242310	250.0	15.0	264.0	497.0	131.0			88.0		6.0	2.0	23.0									
LK-6115065	250.0	19.0	270.0	426.0	148.0			81.0		10.0	3.0	8.0									
LK-2309145	250.0	20.0	270.0	329.0	156.0			85.0	1.0			1.0			7.0						
LK-9206250	250.0	18.0	268.0	405.0	151.0			68.0		29.0	1.0	2.0									
LK-2233220	250.0	23.0	272.0	379.0	162.0			75.0		7.0		5.0									
LK-5306090	250.0	9.0	259.0	401.0	21.0	53.0		21.0	38.0		1.0		116.0								
LK-2306190	250.0	18.0	268.0	318.0	175.0			72.0	0.0			2.0			1.0						
LK-2306460	250.0	18.0	268.0	318.0	175.0			72.0	0.0			2.0			1.0						
LK-2306505	250.0	18.0	268.0	318.0	175.0			72.0	0.0			2.0			1.0						
LK-7215250	250.0	16.0	266.0	436.0	159.0			81.0		7.0		2.0									
LK-6203005	250.0	17.0	267.0	382.0	152.0			70.0	25.0	1.0		1.0							0.0	1.0	
LK-6149155	250.0	13.0	264.0	336.0	130.0			106.0		11.0	2.0	2.0									
LK-6166115	250.0	13.0	263.0	336.0	130.0			106.0		11.0	2.0	2.0									
LK-6127165	250.0	23.0	272.0	423.0	152.0			78.0		1.0	1.0	17.0									
LK-2212115	250.0	22.0	272.0	413.0	135.0			108.0		5.0		3.0									
LK-9145025	250.0	16.0	266.0	325.0	164.0			82.0		1.0									1.0		2.0
LK-9103075	250.0	16.0	266.0	333.0	144.0			47.0		1.0									1.0		57.0
LK-9103195	250.0	16.0	267.0	333.0	144.0			48.0		1.0									1.0		57.0
LK-6212015	250.0	15.0	265.0	364.0	159.0			83.0	2.0	2.0		3.0							0.0	1.0	
LK-4124065	249.0	23.0	272.0	1013.0	14.0	61.0			7.0				148.0	9.0	10.0						
LK-7160065	249.0	30.0	279.0	812.0	121.0		30.0	92.0		2.0	1.0	3.0									
LK-7206090	249.0	20.0	269.0	988.0	176.0			69.0		3.0		1.0									
LK-3239215	249.0	17.0	267.0	973.0	128.0			105.0		2.0	11.0	4.0									
LK-7115015	249.0	18.0	267.0	676.0	148.0		2.0	90.0		3.0	1.0	5.0									
LK-8139055	249.0	19.0	268.0	378.0	145.0			94.0		5.0	1.0	4.0									
LK-7109055	249.0	16.0	264.0	494.0	161.0		6.0	76.0		2.0	1.0	2.0									
LK-8221045	249.0	35.0	284.0	594.0	144.0		1.0	98.0	1.0		2.0	3.0									
LK-8224140	249.0	35.0	284.0	596.0	144.0		1.0	99.0	1.0		2.0	3.0									
LK-8233015	249.0	35.0	284.0	596.0	144.0		1.0	99.0	1.0		2.0	3.0									
LK-3154035	249.0	16.0	264.0	523.0	128.0			111.0	0.0	2.0	4.0	3.0									
LK-1312175	249.0	21.0	270.0	485.0	139.0			102.0	3.0	1.0	2.0	2.0									
LK-2218210	249.0	20.0	269.0	381.0	172.0			69.0		3.0		6.0									
LK-2145280	249.0	16.0	265.0	325.0	161.0			79.0	6.0	1.0		1.0									
LK-5224125	249.0	10.0	259.0	307.0	46.0	80.0		16.0	107.0									0.0			
LK-6133200	249.0	18.0	267.0	399.0	170.0			73.0		4.0	1.0	2.0									
LK-6187385	249.0	13.0	262.0	334.0	129.0			105.0		11.0	2.0	2.0									
LK-3112250	249.0	20.0	270.0	419.0	120.0			103.0	1.0	1.0	2.0	22.0									
LK-6239065	249.0	14.0	263.0	359.0	145.0			87.0	8.0	1.0		7.0							0.0	1.0	
LK-5103035	249.0	25.0	274.0	346.0	11.0	77.0		3.0	89.0							67.0	2.0				
LK-6209085	249.0	15.0	264.0	363.0	159.0			82.0	2.0	2.0		3.0							0.0	1.0	
LK-6233195	249.0	14.0	263.0	350.0	153.0			88.0	4.0	2.0		2.0							0.0	1.0	
LK-1227560	249.0	12.0	261.0	340.0	111.0			126.0		8.0		5.0									
LK-1212080	249.0	12.0	261.0	330.0	142.0			98.0		7.0		2.0									
LK-4127155	248.0	22.0	271.0	1008.0	14.0	61.0			7.0				147.0	9.0	10.0						
LK-7106060	248.0	16.0	264.0	492.0	161.0		6.0	76.0		2.0	1.0	2.0									
LK-7109170	248.0	16.0	263.0	492.0	161.0		6.0	76.0		2.0	1.0	2.0									
LK-9233085	248.0	20.0	268.0	433.0	160.0			74.0		2.0	1.0	11.0									
LK-2103270	248.0	13.0	260.0	379.0	164.0			75.0	5.0	1.0		3.0									
LK-1327085	248.0	24.0	272.0	633.0	125.0			112.0	4.0	3.0	1.0	4.0									
LK-8209105	248.0	36.0	283.0	379.0	145.0		1.0	92.0	1.0		1.0	7.0									
LK-6163065	248.0	20.0	268.0	373.0	143.0			92.0		7.0	1.0	5.0									
LK-7142050	248.0	29.0	276.0	528.0	120.0		3.0	117.0		3.0	1.0	4.0									
LK-7145105	248.0	29.0	276.0	528.0	120.0		3.0	117.0		3.0	1.0	4.0									
LK-6121170	248.0	19.0	268.0	423.0	147.0			81.0		10.0	3.0	8.0									
LK-2309095	248.0	20.0	268.0	326.0	155.0			84.0	1.0			1.0			7.0						
LK-5124080	248.0	31.0	280.0	350.0	12.0	150.0		3.0	1.0							81.0	1.0				
LK-6142230	248.0	9.0	258.0	322.0	133.0			109.0		4.0	1.0	1.0									
LK-2203290	248.0	22.0	270.0	409.0	133.0			107.0		5.0		3.0									
LK-2206285	248.0	22.0	269.0	408.0	133.0			107.0		5.0		3.0									
LK-3124085	248.0	14.0	263.0	340.0	126.0			118.0	1.0	1.0	1.0	2.0									
LK-3127235	248.0	14.0	262.0	340.0	126.0			118.0	1.0	1.0	1.0	2.0									
LK-3148130	248.0	14.0	262.0	340.0	126.0			118.0	1.0	1.0	1.0	2.0									
LK-1209505	248.0	12.0	260.0	322.0	131.0			112.0		1.0		4.0									
LK-1227045	248.0	12.0	260.0	337.0	110.0			125.0		8.0		5.0									
LK-5239040	248.0	13.0	260.0	292.0	41.0	83.0		46.0	77.0									1.0			
LK-2312075	248.0	20.0	268.0	337.0	149.0			54.0	4.0			12.0			29.0						
LK-2312235	248.0	20.0	268.0	337.0	149.0			54.0	4.0			12.0			29.0						
LK-4130055	247.0	48.0	295.0	762.0	5.0	94.0			8.0				116.0	15.0	9.0						
LK-2136055	247.0	13.0	259.0	605.0	132.0			104.0	6.0	1.0		4.0									
LK-2136420	247.0	13.0	259.0	605.0	132.0			104.0	6.0	1.0		4.0									
LK-9203440	247.0	16.0	262.0	492.0	156.0			78.0		7.0	1.0	4.0									
LK-3303040	247.0	26.0	273.0	948.0	135.0			93.0	1.0			15.0			2.0						
LK-3312095	247.0	26.0	273.0	951.0	135.0			94.0	1.0			15.0			2.0						
LK-8124030	247.0	22.0	269.0	346.0	142.0			84.0		7.0	2.0	11.0									
LK-9230015	247.0	20.0	267.0	430.0	159.0			74.0		2.0	1.0	11.0									
LK-7157045	247.0	21.0	269.0	375.0	129.0		7.0	108.0		1.0	1.0	1.0									
LK-1330150	247.0	24.0	270.0	628.0	124.0			111.0	4.0	3.0	1.0	4.0									
LK-8209155	247.0	35.0	282.0	378.0	145.0		1.0	92.0	1.0		1.0	7.0									
LK-8230055	247.0	35.0	282.0	591.0	143.0		1.0	98.0	1.0		2.0	3.0									
LK-3154220	247.0	15.0	262.0	519.0	127.0			110.0	0.0	2.0	4.0	3.0									
LK-6163165	247.0	20.0	267.0	372.0	143.0			91.0		7.0	1.0	5.0									
LK-1312160	247.0	21.0	268.0	481.0	138.0			101.0	3.0	1.0	2.0	2.0									
LK-2303090	247.0	21.0	268.0	326.0	158.0			77.0	4.0			2.0			6.0						
LK-7142060	247.0	29.0	276.0	526.0	120.0		3.0	117.0		3.0	1.0	4.0									
LK-6118070	247.0	19.0	266.0	420.0	146.0			80.0		10.0	3.0	8.0									
LK-6118110	247.0	19.0	267.0	422.0	146.0			80.0		10.0	3.0	8.0									
LK-6139100	247.0	19.0	266.0	421.0	146.0			80.0		10.0	3.0	8.0									
LK-2133020	247.0	18.0	265.0	661.0	152.0			75.0	18.0	1.0		1.0									
LK-5225060	247.0	10.0	257.0	305.0	46.0	79.0		16.0	106.0									0.0			
LK-5227040	247.0	10.0	256.0	304.0	45.0	79.0		16.0	106.0									0.0			
LK-7212190	247.0	16.0	263.0	431.0	158.0			81.0		7.0		2.0									
LK-6133050	247.0	18.0	265.0	396.0	168.0			72.0		4.0	1.0	2.0									
LK-6206055	247.0	17.0	264.0	379.0	151.0			69.0	25.0	1.0		1.0							0.0	0.0	
LK-3103105	247.0	20.0	268.0	416.0	119.0			102.0	1.0	1.0	2.0	22.0									
LK-2148135	247.0	17.0	264.0	349.0	149.0			86.0	10.0	1.0		2.0									
LK-6127010	247.0	22.0	270.0	419.0	150.0			77.0		1.0	1.0	17.0									
LK-5216060	247.0	9.0	256.0	279.0	39.0	52.0		6.0	149.0									1.0			
LK-3136280	247.0	17.0	264.0	367.0	133.0			90.0	1.0	1.0	3.0	19.0									
LK-6109085	247.0	22.0	269.0	371.0	126.0			104.0		7.0	2.0	8.0									
LK-3145110	247.0	11.0	259.0	346.0	120.0			120.0	1.0	3.0	1.0	2.0									
LK-6178105	247.0	14.0	261.0	339.0	143.0			94.0		4.0	1.0	6.0									
LK-3127025	247.0	14.0	262.0	339.0	125.0			118.0	1.0	1.0	1.0	2.0									
LK-3127050	247.0	14.0	262.0	339.0	125.0			118.0	1.0	1.0	1.0	2.0									
LK-6218105	247.0	14.0	261.0	347.0	152.0			87.0	3.0	2.0		2.0							0.0	1.0	
LK-6233150	247.0	14.0	261.0	347.0	152.0			87.0	3.0	2.0		2.0							0.0	1.0	
LK-1230065	247.0	11.0	258.0	322.0	125.0			116.0		2.0		4.0									
LK-1212740	247.0	11.0	259.0	327.0	141.0			97.0		7.0		2.0									
LK-7133080	246.0	30.0	275.0	801.0	119.0		29.0	91.0		2.0	1.0	3.0									
LK-2124345	246.0	18.0	263.0	634.0	140.0			96.0	6.0	1.0		3.0									
LK-7209130	246.0	19.0	265.0	975.0	174.0			68.0		3.0		1.0									
LK-7115050	246.0	18.0	263.0	666.0	146.0		2.0	89.0		3.0	1.0	5.0									
LK-7203160	246.0	24.0	269.0	627.0	133.0			94.0		9.0		10.0									
LK-9203140	246.0	16.0	262.0	491.0	156.0			78.0		7.0	1.0	4.0									
LK-5303045	246.0	17.0	263.0	408.0	99.0	17.0		101.0	16.0		1.0		13.0								
LK-6163245	246.0	20.0	266.0	370.0	142.0			91.0		7.0	1.0	5.0									
LK-6145065	246.0	13.0	259.0	393.0	140.0			95.0		9.0	1.0	2.0									
LK-7142070	246.0	29.0	275.0	525.0	120.0		3.0	116.0		3.0	1.0	4.0									
LK-2218015	246.0	19.0	265.0	375.0	169.0			68.0		3.0		6.0									
LK-6115005	246.0	19.0	265.0	420.0	145.0			80.0		10.0	3.0	8.0									
LK-6121130	246.0	19.0	265.0	418.0	145.0			80.0		10.0	3.0	8.0									
LK-2306470	246.0	18.0	264.0	313.0	173.0			71.0	0.0			2.0			1.0						
LK-5224045	246.0	10.0	255.0	303.0	45.0	79.0		16.0	105.0									0.0			
LK-6187355	246.0	13.0	259.0	330.0	128.0			104.0		11.0	2.0	2.0									
LK-3103070	246.0	20.0	266.0	413.0	118.0			102.0	1.0	1.0	2.0	22.0									
LK-6124260	246.0	22.0	268.0	417.0	149.0			77.0		1.0	1.0	17.0									
LK-6127030	246.0	22.0	268.0	417.0	149.0			77.0		1.0	1.0	17.0									
LK-6109140	246.0	22.0	267.0	370.0	125.0			104.0		7.0	2.0	8.0									
LK-6181170	246.0	15.0	261.0	342.0	153.0			79.0		5.0	1.0	7.0									
LK-6181215	246.0	15.0	261.0	342.0	153.0			79.0		5.0	1.0	7.0									
LK-9109040	246.0	16.0	262.0	328.0	142.0			47.0		1.0									0.0		56.0
LK-3118075	246.0	15.0	260.0	324.0	128.0			113.0	0.0	1.0	1.0	2.0									
LK-3121055	246.0	15.0	261.0	324.0	128.0			114.0	0.0	1.0	1.0	2.0									
LK-1230300	246.0	11.0	256.0	320.0	125.0			116.0		2.0		4.0									
LK-2124250	245.0	18.0	263.0	633.0	140.0			96.0	6.0	1.0		3.0									
LK-7203175	245.0	23.0	269.0	625.0	133.0			93.0		9.0		10.0									
LK-7203190	245.0	23.0	269.0	625.0	133.0			93.0		9.0		10.0									
LK-7106065	245.0	16.0	260.0	486.0	159.0		6.0	75.0		2.0	1.0	2.0									
LK-3309155	245.0	26.0	271.0	943.0	134.0			93.0	1.0			15.0			2.0						
LK-3312115	245.0	26.0	271.0	943.0	134.0			93.0	1.0			15.0			2.0						
LK-8124125	245.0	22.0	267.0	344.0	141.0			84.0		7.0	2.0	11.0									
LK-2103255	245.0	13.0	257.0	375.0	162.0			74.0	5.0	1.0		3.0									
LK-8209005	245.0	35.0	281.0	376.0	144.0		1.0	91.0	1.0		1.0	7.0									
LK-8209120	245.0	35.0	280.0	374.0	144.0		1.0	91.0	1.0		1.0	7.0									
LK-5324140	245.0	17.0	262.0	406.0	99.0	17.0		100.0	16.0		1.0		12.0								
LK-6163285	245.0	20.0	265.0	370.0	142.0			91.0		7.0	1.0	5.0									
LK-6163480	245.0	20.0	265.0	370.0	142.0			91.0		7.0	1.0	5.0									
LK-6145175	245.0	13.0	258.0	391.0	139.0			94.0		9.0	1.0	2.0									
LK-8218085	245.0	34.0	280.0	401.0	103.0		1.0	131.0	2.0		1.0	8.0									
LK-2230220	245.0	22.0	267.0	372.0	159.0			74.0		7.0		5.0									
LK-2233310	245.0	22.0	267.0	372.0	159.0			74.0		7.0		5.0									
LK-2151145	245.0	20.0	264.0	375.0	157.0			73.0	7.0	1.0		6.0									
LK-3112120	245.0	20.0	265.0	412.0	118.0			101.0	1.0	1.0	2.0	22.0									
LK-6124150	245.0	22.0	267.0	415.0	149.0			77.0		1.0	1.0	17.0									
LK-3145290	245.0	11.0	256.0	343.0	119.0			119.0	1.0	3.0	1.0	2.0									
LK-6172295	245.0	14.0	260.0	358.0	143.0			91.0		8.0	1.0	3.0									
LK-2203075	245.0	22.0	267.0	404.0	132.0			106.0		5.0		3.0									
LK-2203120	245.0	21.0	266.0	403.0	132.0			106.0		5.0		3.0									
LK-2203295	245.0	22.0	267.0	404.0	132.0			106.0		5.0		3.0									
LK-9142140	245.0	16.0	260.0	318.0	161.0			80.0		1.0									1.0		2.0
LK-1310025	245.0	15.0	260.0	360.0	137.0			94.0	1.0	1.0	4.0	9.0									
LK-3124030	245.0	14.0	259.0	336.0	124.0			116.0	1.0	1.0	1.0	2.0									
LK-3124130	245.0	14.0	259.0	335.0	124.0			116.0	1.0	1.0	1.0	2.0									
LK-1230540	245.0	11.0	256.0	319.0	124.0			115.0		2.0		4.0									
LK-5206090	245.0	15.0	260.0	338.0	137.0	0.0		104.0	1.0									2.0			
LK-9203200	244.0	15.0	259.0	486.0	154.0			77.0		7.0	1.0	4.0									
LK-2103165	244.0	13.0	257.0	374.0	162.0			74.0	5.0	1.0		3.0									
LK-2112195	244.0	18.0	262.0	443.0	158.0			65.0	16.0	1.0		4.0									
LK-2227035	244.0	22.0	265.0	360.0	176.0			63.0		1.0		3.0									
LK-8203200	244.0	35.0	279.0	373.0	143.0		1.0	91.0	1.0		1.0	7.0									
LK-6163095	244.0	20.0	264.0	368.0	141.0			90.0		7.0	1.0	4.0									
LK-1312215	244.0	20.0	264.0	475.0	136.0			100.0	3.0	1.0	2.0	2.0									
LK-8212185	244.0	34.0	279.0	400.0	103.0		1.0	130.0	2.0		1.0	8.0									
LK-6121195	244.0	19.0	263.0	416.0	144.0			79.0		10.0	3.0	8.0									
LK-2309550	244.0	20.0	264.0	321.0	152.0			83.0	1.0			1.0			7.0						
LK-2306030	244.0	17.0	261.0	310.0	171.0			70.0	0.0			2.0			1.0						
LK-2133075	244.0	18.0	261.0	652.0	150.0			74.0	17.0	1.0		1.0									
LK-1324155	244.0	14.0	258.0	458.0	122.0			82.0	33.0	1.0	1.0	4.0									
LK-5136155	244.0	31.0	275.0	344.0	12.0	148.0		3.0	1.0							80.0	1.0				
LK-6142130	244.0	9.0	253.0	316.0	131.0			108.0		4.0	1.0	1.0									
LK-6178235	244.0	14.0	258.0	334.0	141.0			92.0		4.0	1.0	6.0									
LK-5239030	244.0	12.0	257.0	289.0	40.0	82.0		46.0	76.0									1.0			
LK-2312290	244.0	20.0	264.0	332.0	147.0			53.0	4.0			12.0			29.0						
LK-7206035	243.0	19.0	262.0	964.0	172.0			67.0		3.0		1.0									
LK-3239030	243.0	17.0	260.0	948.0	125.0			102.0		2.0	10.0	4.0									
LK-7115025	243.0	18.0	261.0	660.0	145.0		2.0	88.0		3.0	1.0	5.0									
LK-7124095	243.0	15.0	258.0	553.0	138.0		6.0	95.0		1.0	0.0	2.0									
LK-7203015	243.0	23.0	266.0	619.0	132.0			93.0		9.0		10.0									
LK-2136235	243.0	13.0	255.0	596.0	130.0			102.0	6.0	1.0		4.0									
LK-2103095	243.0	12.0	256.0	372.0	161.0			74.0	5.0	1.0		3.0									
LK-2112045	243.0	18.0	261.0	441.0	157.0			64.0	16.0	1.0		4.0									
LK-2115030	243.0	17.0	260.0	440.0	157.0			64.0	16.0	1.0		4.0									
LK-8127080	243.0	32.0	274.0	352.0	146.0			90.0		3.0	3.0	2.0									
LK-1327130	243.0	23.0	266.0	618.0	122.0			109.0	4.0	3.0	1.0	4.0									
LK-2227120	243.0	22.0	265.0	360.0	176.0			63.0		1.0		3.0									
LK-2227160	243.0	22.0	265.0	360.0	176.0			63.0		1.0		3.0									
LK-8130235	243.0	21.0	265.0	364.0	130.0			93.0		16.0	1.0	3.0									
LK-8206085	243.0	35.0	277.0	371.0	142.0		1.0	90.0	1.0		1.0	7.0									
LK-5333045	243.0	17.0	259.0	402.0	97.0	17.0		99.0	16.0		1.0		12.0								
LK-6145195	243.0	13.0	256.0	388.0	138.0			93.0		9.0	1.0	2.0									
LK-7163010	243.0	28.0	271.0	517.0	118.0		3.0	115.0		3.0	1.0	3.0									
LK-6139130	243.0	19.0	262.0	414.0	143.0			79.0		10.0	3.0	8.0									
LK-6139160	243.0	19.0	261.0	413.0	143.0			79.0		10.0	3.0	8.0									
LK-5221105	243.0	10.0	253.0	300.0	45.0	78.0		15.0	104.0									0.0			
LK-1321370	243.0	15.0	258.0	472.0	114.0			92.0	14.0	2.0	1.0	21.0									
LK-3112175	243.0	20.0	263.0	408.0	117.0			100.0	1.0	1.0	2.0	22.0									
LK-6112080	243.0	22.0	265.0	411.0	147.0			76.0		1.0	1.0	17.0									
LK-3136010	243.0	17.0	260.0	361.0	131.0			89.0	1.0	1.0	3.0	19.0									
LK-6181260	243.0	15.0	258.0	338.0	151.0			78.0		5.0	1.0	7.0									
LK-3124175	243.0	14.0	257.0	333.0	123.0			115.0	1.0	1.0	1.0	2.0									
LK-3124255	243.0	14.0	257.0	333.0	123.0			115.0	1.0	1.0	1.0	2.0									
LK-6230165	243.0	14.0	257.0	341.0	149.0			85.0	3.0	2.0		2.0							0.0	1.0	
LK-1206055	243.0	11.0	254.0	339.0	129.0			101.0		2.0		12.0									
LK-1227110	243.0	11.0	255.0	331.0	108.0			123.0		8.0		5.0									
LK-5212275	243.0	15.0	257.0	336.0	136.0	0.0		103.0	1.0									2.0			
LK-3330250	242.0	5.0	246.0	1360.0	138.0			98.0	0.0			0.0			5.0						
LK-3221185	242.0	17.0	259.0	944.0	124.0			102.0		2.0	10.0	4.0									
LK-3239180	242.0	17.0	259.0	946.0	124.0			102.0		2.0	10.0	4.0									
LK-3130030	242.0	21.0	263.0	553.0	111.0			121.0	2.0	3.0	1.0	5.0									
LK-4139135	242.0	28.0	269.0	528.0	4.0	40.0			5.0				183.0	4.0	6.0						
LK-4142010	242.0	28.0	269.0	528.0	4.0	40.0			5.0				183.0	4.0	6.0						
LK-6148030	242.0	13.0	255.0	387.0	137.0			93.0		9.0	1.0	2.0									
LK-7142085	242.0	28.0	270.0	517.0	118.0		3.0	115.0		3.0	1.0	3.0									
LK-2218035	242.0	19.0	261.0	370.0	167.0			67.0		3.0		6.0									
LK-9206065	242.0	17.0	260.0	392.0	146.0			66.0		28.0	1.0	2.0									
LK-2306180	242.0	17.0	260.0	309.0	170.0			70.0	0.0			2.0			1.0						
LK-6160165	242.0	17.0	258.0	335.0	148.0			79.0		8.0	1.0	6.0									
LK-6187005	242.0	13.0	255.0	324.0	126.0			102.0		11.0	2.0	1.0									
LK-6187255	242.0	13.0	255.0	324.0	126.0			102.0		11.0	2.0	1.0									
LK-6187335	242.0	13.0	254.0	324.0	125.0			102.0		11.0	2.0	1.0									
