entity_id	valid	rejected	polled	electors	ITAK	EDF	ELMS	DNA	IG1D	IG2D	IG3D	IG4D	IG5D	IG6D	IG7D	IG8D	IG9D	UPFA	AITC	AITUF	UNP	UNAF	UDF	USP	JSP	TMVP	PERLF	MLF	LLF	SLNF	SMBP	IG1T	IG2T	IG3T	IG4T	IG5T	IG6T	IG7T	IG8T	IG9T	DPLF	IG1B	IG2B	IG3B	IG4B	IG5B	IG6B	IG7B	IG8B	IG9B	ONF	OWORS	TULF	EPDP	IG1V	DUA	IG9V	IG2V	IG6V	IG3V	IG4V	IG5V	IG7V	IG8V	IG9J	IG2J	IG4J	IG1J	IG3J	IG5J	IG6J	IG7J	IG8J	SEP	IG1P	IG7P	PNF	ELPP	IG2P	IG6P	IG8P	IG9P	IG3P	IG4P	IG5P	SLLP	NSU	UPF	IG1N	IG5N	IG3N	IG2N	IG4N	IG6N	IG9N	IG7N	IG8N	IG2M	IG3M	RJP	IG1M	IG4M	NPP	IG1H	OWO	IG4H	IG2H	IG3H	IG8M	IG5M	IG9M	IG6M	IG7M	IG1R	IG5R	IG2R	IG3R	IG4R	IG6R	IG7R	IG8R	IG9R	TLP	CDUA	IG3C	IG6C	IG8C	IG1C	IG7C	IG2C	IG9C	IG4C	IG5C	MNA	IG1K	IG3K	IG2K	IG4K	IG6K	IG9K	IG5K	IG7K	IG8K	IG6G	IG2G	IG7G	IG3G	IG4G	IG1G	IG5G	IG6A	IG1A	IG7A	IG5A	IG2A	IG3A	IG4A	IG9G	IG8G	OWOS	JS	J	OORS
LK-3209005	467.0	26.0	493.0	878.0				23.0										339.0			102.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0																				0.0																										0.0									0.0												0.0	0.0		0.0	0.0	0.0							0.0													0.0																																								
LK-3218185	467.0	21.0	488.0	862.0				30.0										304.0			130.0		0.0	0.0	0.0	0.0			0.0	1.0	0.0																				0.0																										0.0									0.0												0.0	0.0		0.0	0.0	0.0							1.0													0.0																																								
LK-6106285	467.0	52.0	519.0	936.0			0.0	15.0										332.0			119.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-2151095	467.0	39.0	507.0	779.0			0.0	10.0										349.0			107.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-2151125	467.0	39.0	507.0	779.0			0.0	10.0										349.0			107.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-1339255	467.0	61.0	529.0	842.0			0.0	17.0										318.0			129.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-1212725	467.0	24.0	491.0	785.0			0.0	31.0										311.0			123.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-7215040	467.0	42.0	508.0	800.0			0.0	15.0										318.0			132.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0																				0.0																								0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0															0.0			0.0																																																												
LK-8119060	466.0	46.0	513.0	849.0			0.0	10.0										259.0			166.0	1.0	0.0		0.0						0.0											0.0	0.0	0.0	1.0	0.0																																								0.0		28.0												0.0			0.0																																																												
LK-2145055	466.0	64.0	530.0	871.0			0.0	10.0										279.0			176.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-9212105	466.0	28.0	494.0	850.0			0.0	26.0										323.0			115.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																														0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0																				
LK-7203100	466.0	42.0	508.0	882.0			0.0	25.0										339.0			102.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0																				0.0																								0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0															0.0			0.0																																																												
LK-3227045	466.0	21.0	487.0	868.0				25.0										322.0			115.0		0.0	0.0	0.0	0.0			0.0	2.0	0.0																				1.0																										0.0									0.0												0.0	0.0		0.0	0.0	0.0							0.0													0.0																																								
LK-2136425	466.0	42.0	508.0	832.0			0.0	21.0										286.0			158.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-8136070	466.0	32.0	498.0	826.0			0.0	24.0										258.0			158.0	0.0	0.0		0.0						0.0											0.0	0.0	0.0	1.0	0.0																																								0.0		23.0												0.0			0.0																																																												
LK-2127135	466.0	49.0	515.0	879.0			0.0	28.0										267.0			167.0	0.0			0.0			0.0	0.0	2.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-3209015	466.0	26.0	492.0	876.0				23.0										339.0			102.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0																				0.0																										0.0									0.0												0.0	0.0		0.0	0.0	0.0							0.0													0.0																																								
LK-3215065	466.0	21.0	487.0	860.0				30.0										303.0			130.0		0.0	0.0	0.0	0.0			0.0	1.0	0.0																				0.0																										0.0									0.0												0.0	0.0		0.0	0.0	0.0							1.0													0.0																																								
LK-3242180	466.0	13.0	479.0	779.0				35.0										236.0			193.0		0.0	0.0	0.0	0.0			0.0	1.0	0.0																				0.0																										0.0									0.0												0.0	0.0		0.0	0.0	0.0							0.0													0.0																																								
LK-2142120	466.0	65.0	532.0	878.0			0.0	12.0										268.0			184.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-3112125	466.0	25.0	491.0	814.0			0.0	27.0										316.0			121.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-6203080	466.0	46.0	512.0	958.0			0.0	6.0										263.0			196.0	0.0	0.0		0.0				0.0	0.0	0.0																					0.0																							0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
LK-3127195	466.0	32.0	497.0	791.0			0.0	24.0										315.0			124.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-3121010	466.0	29.0	495.0	749.0			0.0	22.0										318.0			124.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-1115325	466.0	30.0	497.0	778.0			0.0	39.0										304.0			120.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				0.0	0.0	0.0																					0.0			0.0	1.0								0.0																	0.0																					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																													
LK-4118010	465.0	60.0	527.0	1957.0	222.0	3.0		1.0										130.0	11.0		33.0			1.0	0.0	0.0	9.0		1.0																							0.0	5.0			2.0									1.0	0.0	6.0	0.0	7.0	2.0	13.0	2.0	0.0	0.0																																																																																									
LK-3106190	465.0	22.0	487.0	871.0			0.0	33.0										302.0			127.0	0.0	0.0	0.0	0.0					1.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-9209165	465.0	32.0	497.0	846.0			0.0	16.0										325.0			122.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																														0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0																				
LK-8118105	465.0	46.0	512.0	848.0			0.0	10.0										259.0			166.0	1.0	0.0		0.0						0.0											0.0	0.0	0.0	1.0	0.0																																								0.0		28.0												0.0			0.0																																																												
LK-8124005	465.0	37.0	502.0	812.0			0.0	20.0										275.0			153.0	0.0	0.0		0.0						0.0											0.0	0.0	0.0	1.0	0.0																																								0.0		15.0												0.0			0.0																																																												
LK-8124100	465.0	37.0	502.0	813.0			0.0	20.0										275.0			153.0	0.0	0.0		0.0						0.0											0.0	0.0	0.0	1.0	0.0																																								0.0		15.0												0.0			0.0																																																												
LK-7109115	465.0	35.0	500.0	967.0			0.0	20.0										335.0			107.0	0.0	0.0		1.0				0.0	0.0	0.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-3109150	465.0	20.0	485.0	812.0			0.0	25.0										331.0			105.0	0.0	0.0	0.0	0.0					2.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-3154200	465.0	27.0	492.0	858.0			0.0	32.0										311.0			120.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-3227190	465.0	21.0	486.0	866.0				25.0										322.0			115.0		0.0	0.0	0.0	0.0			0.0	2.0	0.0																				1.0																										0.0									0.0												0.0	0.0		0.0	0.0	0.0							0.0													0.0																																								
LK-6130345	465.0	43.0	508.0	1022.0			0.0	19.0										299.0			146.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-2230240	465.0	60.0	526.0	895.0			0.0	17.0										288.0			157.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	1.0																																																		
LK-3218165	465.0	21.0	486.0	859.0				30.0										302.0			129.0		0.0	0.0	0.0	0.0			0.0	1.0	0.0																				0.0																										0.0									0.0												0.0	0.0		0.0	0.0	0.0							1.0													0.0																																								
LK-6209005	465.0	48.0	513.0	927.0			0.0	12.0										350.0			101.0	0.0	0.0		0.0				0.0	1.0	0.0																					0.0																							0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
LK-2157040	465.0	39.0	504.0	775.0			0.0	10.0										347.0			106.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-1321150	465.0	46.0	511.0	814.0			0.0	43.0										292.0			128.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-3333145	465.0	17.0	482.0	735.0			0.0	37.0										311.0			115.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-1318105	465.0	47.0	513.0	790.0			0.0	39.0										298.0			126.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-1215395	465.0	23.0	488.0	760.0			0.0	33.0										308.0			121.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	1.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-2106315	465.0	49.0	514.0	857.0			0.0	21.0										268.0			175.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-2109090	465.0	49.0	514.0	857.0			0.0	21.0										268.0			175.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-1233040	465.0	22.0	487.0	755.0			0.0	39.0										310.0			114.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-3306090	465.0	19.0	484.0	731.0			0.0	29.0										265.0			169.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-3309160	465.0	19.0	484.0	731.0			0.0	29.0										265.0			169.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-9209240	464.0	32.0	496.0	844.0			0.0	16.0										325.0			122.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																														0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0																				
LK-9203345	464.0	32.0	496.0	840.0			0.0	19.0										314.0			129.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																														0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0																				
LK-7154100	464.0	40.0	504.0	867.0			0.0	15.0										200.0			127.0	0.0	0.0		0.0				0.0	1.0	119.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-6145105	464.0	36.0	500.0	821.0			0.0	8.0										257.0			197.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-6133195	464.0	42.0	507.0	1022.0			0.0	19.0										298.0			146.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-1315060	464.0	62.0	526.0	808.0			0.0	17.0										318.0			126.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-2151010	464.0	39.0	503.0	773.0			0.0	10.0										347.0			106.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-6178245	464.0	32.0	497.0	808.0			0.0	17.0										290.0			155.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
