entity_id	valid	rejected	polled	electors	I-AMI	UPF	DNM	SLNF	USP	AACAAKO	SEP	FSP	SLLP	NDF	ULPP	I-AP	JSP	NSH	PNF	UPFA	ONF	NSSP	ULGC
LK-1303280	771.0	10.0	781.0	949.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	387.0	0.0	0.0	0.0	0.0	1.0	379.0	0.0	0.0	0.0
LK-9115030	771.0	9.0	780.0	951.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	361.0	1.0	0.0	0.0	1.0	1.0	400.0	1.0	0.0	0.0
LK-6172185	771.0	6.0	776.0	1002.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	374.0	0.0	0.0	0.0	0.0	1.0	390.0	1.0	0.0	0.0
LK-3209130	771.0	8.0	779.0	974.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	267.0	1.0	0.0	0.0	0.0	2.0	495.0	2.0	0.0	0.0
LK-2230015	771.0	12.0	783.0	1016.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	406.0	1.0	0.0	0.0	1.0	2.0	351.0	1.0	0.0	0.0
LK-2218215	771.0	9.0	781.0	1021.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	437.0	1.0	0.0	0.0	1.0	1.0	323.0	1.0	0.0	0.0
LK-3330130	771.0	7.0	778.0	972.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	272.0	1.0	0.0	0.0	0.0	1.0	491.0	1.0	0.0	0.0
LK-9203425	771.0	7.0	778.0	995.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	345.0	1.0	0.0	0.0	0.0	1.0	417.0	1.0	0.0	0.0
LK-8119070	771.0	15.0	786.0	1032.0	2.0	3.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	420.0	2.0	1.0	0.0	1.0	2.0	332.0	2.0	1.0	0.0
LK-9209115	771.0	8.0	779.0	1010.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	366.0	1.0	0.0	0.0	1.0	2.0	394.0	1.0	0.0	0.0
LK-4136115	771.0	14.0	785.0	1103.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	3.0	601.0	1.0	0.0	0.0	1.0	2.0	150.0	1.0	1.0	0.0
LK-4127095	771.0	20.0	791.0	1248.0	2.0	3.0	1.0	0.0	2.0	1.0	1.0	1.0	3.0	600.0	2.0	1.0	0.0	2.0	2.0	145.0	2.0	1.0	0.0
LK-2109040	770.0	8.0	778.0	978.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	444.0	1.0	0.0	0.0	0.0	1.0	318.0	1.0	0.0	0.0
LK-6127120	770.0	6.0	776.0	1019.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	323.0	1.0	0.0	0.0	0.0	1.0	441.0	1.0	0.0	0.0
LK-6127180	770.0	6.0	776.0	1019.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	323.0	1.0	0.0	0.0	0.0	1.0	441.0	1.0	0.0	0.0
LK-6169015	770.0	6.0	775.0	1000.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	374.0	0.0	0.0	0.0	0.0	1.0	389.0	1.0	0.0	0.0
LK-3145130	770.0	8.0	777.0	966.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	357.0	1.0	0.0	0.0	0.0	1.0	406.0	1.0	0.0	0.0
LK-6160325	770.0	9.0	779.0	1005.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	394.0	1.0	0.0	0.0	0.0	1.0	368.0	1.0	0.0	0.0
LK-2112060	770.0	12.0	782.0	1004.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	445.0	1.0	0.0	0.0	1.0	1.0	315.0	1.0	0.0	0.0
LK-3330305	770.0	7.0	777.0	970.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	272.0	1.0	0.0	0.0	0.0	1.0	490.0	1.0	0.0	0.0
LK-4509075	770.0	28.0	798.0	1130.0	2.0	3.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	555.0	2.0	1.0	1.0	2.0	3.0	190.0	3.0	1.0	1.0
LK-1136240	769.0	8.0	777.0	932.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	346.0	0.0	0.0	0.0	0.0	0.0	420.0	0.0	0.0	0.0
LK-3309070	769.0	6.0	776.0	962.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	299.0	1.0	0.0	0.0	0.0	1.0	461.0	1.0	0.0	0.0
LK-1306165	769.0	7.0	776.0	931.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	337.0	1.0	0.0	0.0	0.0	1.0	425.0	1.0	0.0	0.0
LK-1227610	769.0	7.0	777.0	966.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	366.0	0.0	0.0	0.0	0.0	1.0	398.0	1.0	0.0	0.0
LK-1115175	769.0	8.0	777.0	952.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	346.0	1.0	0.0	0.0	0.0	1.0	416.0	1.0	0.0	0.0
LK-9115215	769.0	9.0	778.0	948.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	360.0	1.0	0.0	0.0	1.0	1.0	399.0	1.0	0.0	0.0
LK-1209075	769.0	6.0	775.0	964.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	356.0	0.0	0.0	0.0	0.0	1.0	407.0	1.0	0.0	0.0
LK-1336130	769.0	10.0	778.0	965.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	328.0	1.0	0.0	0.0	1.0	1.0	432.0	1.0	0.0	0.0
LK-6106045	769.0	6.0	775.0	1014.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	304.0	0.0	0.0	0.0	0.0	1.0	459.0	1.0	0.0	0.0
LK-6136010	769.0	6.0	775.0	992.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	0.0	1.0	445.0	1.0	0.0	0.0
LK-3309130	768.0	6.0	774.0	961.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	299.0	1.0	0.0	0.0	0.0	1.0	461.0	1.0	0.0	0.0
LK-3318105	768.0	7.0	775.0	959.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	260.0	0.0	0.0	0.0	1.0	1.0	501.0	1.0	0.0	0.0
LK-1321175	768.0	7.0	775.0	960.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	365.0	0.0	0.0	0.0	0.0	1.0	398.0	1.0	0.0	0.0
LK-1324090	768.0	8.0	776.0	961.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	437.0	1.0	0.0	0.0	0.0	1.0	324.0	1.0	0.0	0.0
LK-2142120	768.0	10.0	778.0	984.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	436.0	1.0	0.0	0.0	0.0	1.0	321.0	1.0	0.0	0.0
LK-3203055	768.0	10.0	778.0	972.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	316.0	1.0	0.0	0.0	1.0	2.0	441.0	1.0	1.0	0.0
LK-8106010	768.0	9.0	777.0	975.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	321.0	1.0	0.0	0.0	1.0	2.0	435.0	2.0	0.0	0.0
LK-3218090	768.0	6.0	774.0	970.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	317.0	1.0	0.0	0.0	0.0	1.0	443.0	1.0	0.0	0.0
LK-7203245	768.0	6.0	774.0	983.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	386.0	1.0	0.0	0.0	0.0	2.0	374.0	1.0	0.0	0.0
LK-3139195	768.0	5.0	774.0	969.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	481.0	1.0	0.0	0.0	0.0	1.0	282.0	0.0	0.0	0.0
LK-9203260	768.0	7.0	775.0	991.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	344.0	1.0	0.0	0.0	0.0	1.0	416.0	1.0	0.0	0.0
LK-4118090	768.0	25.0	793.0	1224.0	2.0	5.0	1.0	1.0	3.0	2.0	2.0	2.0	4.0	595.0	3.0	1.0	1.0	2.0	2.0	136.0	4.0	2.0	0.0
LK-2203110	767.0	8.0	775.0	996.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	322.0	1.0	0.0	0.0	1.0	2.0	436.0	1.0	0.0	0.0
LK-1212065	767.0	7.0	774.0	984.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	357.0	0.0	0.0	0.0	0.0	1.0	404.0	1.0	0.0	0.0
LK-1230055	767.0	7.0	774.0	942.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	314.0	0.0	0.0	0.0	0.0	1.0	447.0	1.0	0.0	0.0
LK-1327130	767.0	10.0	777.0	977.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	347.0	1.0	0.0	0.0	0.0	1.0	412.0	1.0	0.0	0.0
LK-2127135	767.0	8.0	775.0	971.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	422.0	1.0	0.0	0.0	0.0	1.0	337.0	1.0	0.0	0.0
LK-8136085	767.0	11.0	779.0	982.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	387.0	1.0	0.0	0.0	1.0	1.0	369.0	1.0	0.0	0.0
LK-4121165	767.0	19.0	786.0	1304.0	3.0	4.0	1.0	0.0	2.0	1.0	2.0	1.0	4.0	603.0	2.0	1.0	1.0	2.0	3.0	131.0	3.0	2.0	1.0
LK-1215485	766.0	7.0	773.0	949.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	368.0	0.0	0.0	0.0	0.0	1.0	392.0	1.0	0.0	0.0
LK-1227300	766.0	7.0	773.0	962.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	364.0	0.0	0.0	0.0	0.0	1.0	396.0	1.0	0.0	0.0
LK-1321110	766.0	7.0	773.0	957.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	364.0	0.0	0.0	0.0	0.0	1.0	396.0	1.0	0.0	0.0
LK-6209005	766.0	7.0	773.0	1029.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	283.0	1.0	0.0	0.0	0.0	2.0	476.0	1.0	0.0	0.0
LK-3115135	766.0	7.0	774.0	937.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	316.0	1.0	0.0	0.0	0.0	2.0	441.0	1.0	0.0	0.0
LK-6184210	766.0	6.0	772.0	967.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	337.0	0.0	0.0	0.0	0.0	1.0	424.0	1.0	0.0	0.0
LK-6142140	766.0	6.0	772.0	977.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	345.0	0.0	0.0	0.0	0.0	1.0	416.0	1.0	0.0	0.0
LK-2136390	766.0	9.0	775.0	977.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	392.0	1.0	0.0	0.0	0.0	1.0	367.0	1.0	0.0	0.0
LK-1215315	765.0	7.0	772.0	949.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	368.0	0.0	0.0	0.0	0.0	1.0	392.0	1.0	0.0	0.0
LK-1212085	765.0	7.0	772.0	982.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	356.0	0.0	0.0	0.0	0.0	1.0	404.0	1.0	0.0	0.0
LK-3318200	765.0	7.0	772.0	955.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	259.0	0.0	0.0	0.0	1.0	1.0	499.0	1.0	0.0	0.0
LK-3121035	765.0	7.0	773.0	936.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	316.0	1.0	0.0	0.0	0.0	2.0	441.0	1.0	0.0	0.0
LK-1333005	765.0	10.0	774.0	960.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	326.0	1.0	0.0	0.0	1.0	1.0	430.0	1.0	0.0	0.0
LK-6103010	765.0	6.0	771.0	1008.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	302.0	0.0	0.0	0.0	0.0	1.0	457.0	1.0	0.0	0.0
LK-8106210	765.0	9.0	774.0	971.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	320.0	1.0	0.0	0.0	1.0	2.0	434.0	2.0	0.0	0.0
LK-3145200	765.0	8.0	772.0	959.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	355.0	1.0	0.0	0.0	0.0	1.0	403.0	1.0	0.0	0.0
LK-2112200	765.0	12.0	777.0	997.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	442.0	1.0	0.0	0.0	1.0	1.0	312.0	1.0	0.0	0.0
LK-3154230	765.0	7.0	772.0	957.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	307.0	1.0	0.0	0.0	0.0	1.0	451.0	1.0	0.0	0.0
LK-3330080	765.0	7.0	772.0	964.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	270.0	1.0	0.0	0.0	0.0	1.0	487.0	1.0	0.0	0.0
LK-2130165	765.0	10.0	775.0	997.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	506.0	1.0	0.0	0.0	0.0	1.0	254.0	0.0	0.0	0.0
LK-1233190	764.0	7.0	772.0	949.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	351.0	0.0	0.0	0.0	0.0	1.0	408.0	1.0	0.0	0.0
LK-1215565	764.0	7.0	771.0	947.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	367.0	0.0	0.0	0.0	0.0	1.0	391.0	1.0	0.0	0.0
LK-5248010	764.0	6.0	770.0	1106.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	593.0	1.0	0.0	0.0	0.0	1.0	163.0	1.0	0.0	0.0
LK-9127005	764.0	9.0	773.0	921.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	308.0	1.0	0.0	0.0	1.0	2.0	443.0	2.0	0.0	0.0
LK-9218110	764.0	8.0	772.0	963.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	353.0	1.0	0.0	0.0	0.0	1.0	404.0	1.0	0.0	0.0
LK-3245025	764.0	6.0	770.0	996.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	305.0	0.0	0.0	0.0	0.0	1.0	453.0	1.0	0.0	0.0
LK-2145175	764.0	10.0	774.0	997.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	404.0	1.0	0.0	0.0	1.0	2.0	348.0	2.0	0.0	0.0
LK-5321090	764.0	6.0	770.0	1082.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	363.0	1.0	0.0	0.0	1.0	1.0	390.0	1.0	0.0	0.0
LK-1215015	763.0	7.0	770.0	946.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	367.0	0.0	0.0	0.0	0.0	1.0	391.0	1.0	0.0	0.0
LK-2203065	763.0	8.0	771.0	992.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	321.0	1.0	0.0	0.0	1.0	2.0	434.0	1.0	0.0	0.0
LK-7163010	763.0	6.0	769.0	989.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	329.0	1.0	0.0	0.0	0.0	1.0	427.0	1.0	0.0	0.0
LK-6106285	763.0	6.0	769.0	1006.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	302.0	0.0	0.0	0.0	0.0	1.0	455.0	1.0	0.0	0.0
LK-7139030	763.0	7.0	770.0	1018.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	335.0	1.0	0.0	0.0	0.0	1.0	420.0	1.0	0.0	0.0
LK-6245105	763.0	7.0	770.0	1075.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	356.0	0.0	0.0	0.0	0.0	1.0	400.0	1.0	0.0	0.0
LK-6248105	763.0	7.0	770.0	1076.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	357.0	0.0	0.0	0.0	0.0	1.0	400.0	1.0	0.0	0.0
LK-2157010	763.0	14.0	778.0	983.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	414.0	1.0	0.0	0.0	1.0	2.0	336.0	2.0	0.0	0.0
LK-5236020	763.0	6.0	769.0	1108.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	646.0	2.0	0.0	0.0	0.0	1.0	107.0	1.0	0.0	0.0
LK-3106050	763.0	7.0	770.0	1012.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	310.0	0.0	0.0	0.0	0.0	1.0	446.0	1.0	0.0	0.0
LK-1212565	762.0	7.0	769.0	978.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	355.0	0.0	0.0	0.0	0.0	1.0	402.0	1.0	0.0	0.0
LK-7142085	762.0	6.0	768.0	988.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	328.0	1.0	0.0	0.0	0.0	1.0	426.0	1.0	0.0	0.0
LK-1118065	762.0	8.0	770.0	943.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	343.0	1.0	0.0	0.0	0.0	1.0	412.0	1.0	0.0	0.0
LK-6127335	762.0	6.0	768.0	1008.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	319.0	1.0	0.0	0.0	0.0	1.0	437.0	1.0	0.0	0.0
LK-3224120	762.0	6.0	767.0	961.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	314.0	1.0	0.0	0.0	0.0	1.0	439.0	1.0	0.0	0.0
LK-7106085	762.0	5.0	767.0	1030.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	305.0	1.0	0.0	0.0	0.0	2.0	450.0	1.0	0.0	0.0
LK-1230340	761.0	7.0	768.0	935.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	312.0	0.0	0.0	0.0	0.0	1.0	443.0	1.0	0.0	0.0
LK-6218035	761.0	9.0	770.0	1034.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	369.0	1.0	0.0	0.0	0.0	1.0	384.0	1.0	0.0	0.0
LK-6233110	761.0	9.0	770.0	1034.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	369.0	1.0	0.0	0.0	0.0	1.0	384.0	1.0	0.0	0.0
LK-6172275	761.0	6.0	766.0	989.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	369.0	0.0	0.0	0.0	0.0	1.0	385.0	1.0	0.0	0.0
LK-6178280	761.0	8.0	769.0	945.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	336.0	0.0	0.0	0.0	0.0	1.0	420.0	1.0	0.0	0.0
LK-6178435	761.0	8.0	769.0	944.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	336.0	0.0	0.0	0.0	0.0	1.0	419.0	1.0	0.0	0.0
LK-6133145	761.0	9.0	770.0	1018.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	353.0	1.0	0.0	0.0	0.0	1.0	401.0	1.0	0.0	0.0
LK-3103250	761.0	6.0	767.0	957.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	303.0	0.0	0.0	0.0	0.0	1.0	449.0	1.0	0.0	0.0
LK-8127115	761.0	10.0	771.0	974.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	356.0	1.0	0.0	0.0	0.0	2.0	394.0	1.0	0.0	0.0
LK-2121150	761.0	8.0	768.0	951.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	299.0	1.0	0.0	0.0	1.0	2.0	449.0	2.0	0.0	0.0
LK-4133125	761.0	16.0	777.0	1139.0	2.0	3.0	1.0	0.0	2.0	1.0	1.0	1.0	3.0	608.0	2.0	1.0	1.0	1.0	1.0	132.0	1.0	1.0	0.0
LK-2312210	760.0	13.0	773.0	980.0	1.0	2.0	0.0	0.0	2.0	1.0	1.0	1.0	3.0	555.0	2.0	1.0	0.0	1.0	2.0	187.0	2.0	1.0	0.0
LK-2106320	760.0	8.0	768.0	965.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	438.0	1.0	0.0	0.0	0.0	1.0	314.0	1.0	0.0	0.0
LK-5112090	760.0	7.0	767.0	1078.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	611.0	2.0	1.0	0.0	1.0	1.0	134.0	1.0	1.0	0.0
LK-1215380	760.0	7.0	767.0	942.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	365.0	0.0	0.0	0.0	0.0	1.0	389.0	1.0	0.0	0.0
LK-6230045	760.0	9.0	768.0	1032.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	369.0	1.0	0.0	0.0	0.0	1.0	384.0	1.0	0.0	0.0
LK-1330030	760.0	9.0	769.0	967.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	343.0	1.0	0.0	0.0	0.0	1.0	408.0	1.0	0.0	0.0
LK-2230240	760.0	12.0	771.0	1001.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	400.0	1.0	0.0	0.0	1.0	2.0	346.0	1.0	0.0	0.0
LK-2139055	760.0	9.0	769.0	965.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	446.0	1.0	0.0	0.0	0.0	1.0	305.0	1.0	0.0	0.0
LK-6239025	760.0	7.0	767.0	1076.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	358.0	0.0	0.0	0.0	0.0	1.0	396.0	1.0	0.0	0.0
LK-7166110	760.0	7.0	766.0	1011.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	356.0	1.0	0.0	0.0	0.0	1.0	395.0	1.0	0.0	0.0
LK-7106100	760.0	5.0	766.0	1029.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	304.0	1.0	0.0	0.0	0.0	2.0	449.0	1.0	0.0	0.0
LK-3136230	760.0	6.0	766.0	994.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	293.0	0.0	0.0	0.0	0.0	1.0	460.0	1.0	0.0	0.0
LK-3134080	760.0	8.0	768.0	963.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	334.0	0.0	0.0	0.0	0.0	1.0	419.0	1.0	0.0	0.0
LK-4509060	760.0	27.0	787.0	1115.0	2.0	3.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	548.0	2.0	1.0	1.0	1.0	3.0	187.0	3.0	1.0	1.0
LK-5321040	760.0	6.0	767.0	1078.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	361.0	1.0	0.0	0.0	1.0	1.0	389.0	1.0	0.0	0.0
LK-1209115	759.0	6.0	765.0	952.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	352.0	0.0	0.0	0.0	0.0	1.0	402.0	1.0	0.0	0.0
LK-6224085	759.0	7.0	766.0	1020.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	280.0	1.0	0.0	0.0	0.0	2.0	472.0	1.0	0.0	0.0
LK-8212205	759.0	10.0	770.0	1001.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	282.0	1.0	0.0	0.0	0.0	2.0	468.0	1.0	0.0	0.0
LK-3324280	759.0	6.0	766.0	946.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	259.0	1.0	0.0	0.0	1.0	2.0	490.0	1.0	0.0	0.0
LK-1339055	759.0	10.0	769.0	953.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	324.0	1.0	0.0	0.0	1.0	1.0	426.0	1.0	0.0	0.0
LK-6245095	759.0	7.0	766.0	1069.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	355.0	0.0	0.0	0.0	0.0	1.0	398.0	1.0	0.0	0.0
LK-6130095	759.0	9.0	768.0	1016.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	352.0	1.0	0.0	0.0	0.0	1.0	400.0	1.0	0.0	0.0
LK-1312230	759.0	8.0	767.0	938.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	324.0	1.0	0.0	0.0	0.0	1.0	426.0	1.0	0.0	0.0
LK-3233095	759.0	8.0	767.0	974.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	274.0	0.0	0.0	0.0	0.0	1.0	479.0	1.0	0.0	0.0
LK-7209050	759.0	4.0	763.0	965.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	409.0	1.0	0.0	0.0	0.0	1.0	344.0	1.0	0.0	0.0
LK-6136100	759.0	6.0	765.0	979.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	313.0	0.0	0.0	0.0	0.0	1.0	440.0	1.0	0.0	0.0
LK-9130045	759.0	7.0	767.0	906.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	282.0	1.0	0.0	0.0	1.0	2.0	467.0	2.0	0.0	0.0
LK-7212155	758.0	6.0	764.0	956.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	477.0	1.0	0.0	0.0	0.0	1.0	274.0	1.0	0.0	0.0
LK-1318095	758.0	7.0	765.0	917.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	332.0	1.0	0.0	0.0	0.0	1.0	419.0	1.0	0.0	0.0
LK-1212290	758.0	7.0	765.0	973.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	353.0	0.0	0.0	0.0	0.0	1.0	400.0	1.0	0.0	0.0
LK-1115095	758.0	8.0	766.0	939.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	341.0	1.0	0.0	0.0	0.0	1.0	410.0	1.0	0.0	0.0
LK-9118195	758.0	9.0	767.0	934.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	355.0	1.0	0.0	0.0	1.0	1.0	393.0	1.0	0.0	0.0
LK-6178160	758.0	8.0	766.0	941.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	335.0	0.0	0.0	0.0	0.0	1.0	418.0	1.0	0.0	0.0
LK-6178430	758.0	8.0	765.0	940.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	335.0	0.0	0.0	0.0	0.0	1.0	418.0	1.0	0.0	0.0
