entity_id	valid	rejected	polled	electors	TULF	EPDP	UNP	JVP	JSP	NLF	PA	RJP	SLPF	SLMK	SLMC	SU	SMBP	IND1	IND2	IND3	IND5	IND6	IND7	IND8	IND9	IND10	IND11	IND12	IND13	IND14	IND15	LP	ESMS	DUNF	MULF	SLNF	IND4	ELPP	USP	DPLF	INDP	DLF	Ind10	ULF	PFF	NDP	IND 3	SEP
LK-5216095	404.0	19.0	423.0	517.0	68.0	8.0	11.0	0.0	0.0	1.0	52.0	0.0	0.0	0.0	189.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-3245010	404.0	17.0	421.0	551.0			176.0	66.0	0.0	2.0	157.0		0.0			2.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-3248045	404.0	17.0	420.0	551.0			176.0	66.0	0.0	2.0	157.0		0.0			2.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-2233135	404.0	33.0	437.0	569.0			216.0	24.0	0.0	3.0	158.0	0.0		0.0																		0.0	0.0			0.0					1.0			1.0	0.0			
LK-3209090	404.0	28.0	432.0	561.0			169.0	51.0	0.0	4.0	177.0		0.0			1.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-3212100	404.0	28.0	432.0	560.0			169.0	51.0	0.0	4.0	177.0		0.0			1.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-3321245	404.0	22.0	427.0	555.0			174.0	71.0		3.0	152.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								1.0	0.0			
LK-6172165	404.0	23.0	427.0	550.0			205.0	28.0	0.0	2.0	168.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6109035	404.0	19.0	422.0	555.0			186.0	34.0	0.0	2.0	180.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3127040	404.0	25.0	430.0	524.0			178.0	37.0		2.0	183.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-7148145	404.0	26.0	430.0	575.0			167.0	47.0	0.0	4.0	184.0	0.0	0.0			1.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-1230220	404.0	15.0	419.0	525.0			165.0	43.0		2.0	191.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1230585	404.0	15.0	419.0	525.0			165.0	43.0		2.0	191.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-3315070	404.0	17.0	422.0	536.0			145.0	101.0		3.0	152.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-1212500	404.0	18.0	422.0	539.0			179.0	54.0		2.0	166.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-2103295	403.0	24.0	427.0	575.0			215.0	20.0	0.0	3.0	162.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		1.0	0.0	0.0								0.0			
LK-7121095	403.0	22.0	424.0	575.0			191.0	41.0	0.0	4.0	166.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-8209105	403.0	36.0	439.0	558.0			180.0	43.0		5.0	172.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0										0.0				0.0	0.0							1.0	0.0			
LK-2309440	403.0	45.0	448.0	558.0			221.0	18.0	0.0	3.0	156.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		1.0			2.0			0.0	0.0		
LK-2151110	403.0	30.0	432.0	571.0			173.0	22.0	0.0	3.0	201.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		0.0	0.0	0.0								0.0			
LK-6157090	403.0	17.0	420.0	554.0			209.0	36.0	0.0	1.0	151.0	0.0	0.0	0.0		4.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3236115	403.0	21.0	424.0	557.0			169.0	50.0	0.0	3.0	178.0		0.0			2.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-2233320	403.0	33.0	436.0	567.0			215.0	24.0	0.0	3.0	157.0	0.0		0.0																		0.0	0.0			0.0					1.0			1.0	0.0			
LK-6121120	403.0	25.0	428.0	565.0			201.0	31.0	0.0	2.0	168.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6139080	403.0	25.0	427.0	563.0			201.0	31.0	0.0	2.0	168.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3230065	403.0	28.0	431.0	560.0			168.0	51.0	0.0	4.0	176.0		0.0			1.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-3127260	403.0	25.0	428.0	522.0			177.0	37.0		2.0	183.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-1321155	403.0	22.0	425.0	541.0			183.0	50.0	0.0	1.0	162.0	0.0				4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-5112180	403.0	27.0	431.0	635.0	159.0	10.0	72.0	0.0	0.0	1.0	102.0		0.0	0.0	36.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												5.0			15.0			0.0					
LK-5212225	403.0	34.0	438.0	563.0	0.0	1.0	183.0	36.0	0.0	3.0	179.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-4118095	402.0	25.0	427.0	1118.0	229.0	115.0	32.0	1.0		1.0					2.0	1.0																							1.0	6.0	3.0	13.0						
LK-8109045	402.0	36.0	438.0	571.0			205.0	27.0			166.0	1.0	0.0			1.0		0.0	0.0	1.0	0.0															0.0	0.0									0.0		
LK-9209280	402.0	22.0	424.0	566.0			214.0	38.0	0.0	2.0	146.0		0.0			1.0	0.0	0.0	0.0	0.0												0.0	0.0				0.0								0.0			
LK-2103280	402.0	24.0	426.0	574.0			215.0	20.0	0.0	3.0	162.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		1.0	0.0	0.0								0.0			
LK-9203160	402.0	20.0	422.0	553.0			195.0	34.0	0.0	2.0	167.0		0.0			2.0	0.0	0.0	0.0	0.0												0.0	0.0				0.0								0.0			
LK-8209155	402.0	36.0	437.0	556.0			179.0	43.0		5.0	172.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0										0.0				0.0	0.0							1.0	0.0			
LK-3139175	402.0	16.0	418.0	562.0			224.0	43.0		1.0	127.0		0.0			3.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		1.0			2.0		0.0	0.0			
LK-2136105	402.0	20.0	422.0	540.0			202.0	26.0	0.0	3.0	165.0	0.0	0.0			4.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-1312195	402.0	30.0	432.0	540.0			196.0	32.0	0.0	2.0	167.0	0.0				2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												2.0	0.0	0.0		2.0									
LK-3248020	402.0	17.0	419.0	549.0			175.0	65.0	0.0	2.0	156.0		0.0			2.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-6151080	402.0	17.0	419.0	553.0			209.0	36.0	0.0	1.0	151.0	0.0	0.0	0.0		4.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6154155	402.0	17.0	419.0	553.0			209.0	36.0	0.0	1.0	151.0	0.0	0.0	0.0		4.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6130285	402.0	24.0	427.0	610.0			205.0	33.0	0.0	2.0	159.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6121025	402.0	25.0	427.0	563.0			200.0	31.0	0.0	2.0	168.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3321185	402.0	22.0	425.0	553.0			173.0	71.0		3.0	152.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								1.0	0.0			
LK-3148020	402.0	25.0	427.0	521.0			177.0	37.0		2.0	182.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-3333330	402.0	17.0	420.0	533.0			145.0	101.0		3.0	152.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-2203075	402.0	29.0	432.0	577.0			192.0	39.0	0.0	4.0	165.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-2203295	402.0	29.0	432.0	577.0			192.0	39.0	0.0	4.0	165.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-1233130	402.0	15.0	417.0	535.0			165.0	53.0		1.0	177.0	0.0	0.0	0.0		4.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-2106005	402.0	30.0	432.0	561.0			235.0	33.0	0.0	2.0	127.0	0.0	0.0			3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		1.0	0.0	0.0								0.0			
LK-4133195	401.0	11.0	412.0	1397.0	246.0	95.0	41.0	0.0		1.0					7.0	0.0																							1.0	3.0	5.0	2.0						
LK-8121125	401.0	23.0	425.0	560.0			200.0	35.0			154.0	0.0	0.0			2.0		0.0	0.0	10.0	0.0															0.0	0.0									0.0		
LK-9203335	401.0	20.0	421.0	552.0			195.0	34.0	0.0	2.0	166.0		0.0			2.0	0.0	0.0	0.0	0.0												0.0	0.0				0.0								0.0			
LK-6163265	401.0	26.0	427.0	573.0			182.0	40.0	0.0	2.0	174.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-7106035	401.0	20.0	421.0	580.0			174.0	41.0	0.0	5.0	180.0	0.0	0.0			1.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-6145226	401.0	18.0	419.0	540.0			199.0	25.0	0.0	2.0	173.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-8106165	401.0	21.0	423.0	540.0			232.0	36.0			132.0	0.0	0.0			0.0		0.0	0.0	0.0	0.0															0.0	0.0									0.0		
LK-3227155	401.0	21.0	423.0	554.0			168.0	49.0	0.0	3.0	177.0		0.0			2.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-3154090	401.0	18.0	419.0	544.0			164.0	52.0		2.0	179.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-3154255	401.0	18.0	419.0	544.0			164.0	52.0		2.0	179.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-3112090	401.0	19.0	419.0	527.0			167.0	49.0		2.0	178.0		0.0			2.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-6106080	401.0	19.0	420.0	552.0			185.0	34.0	0.0	2.0	179.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6109050	401.0	19.0	420.0	552.0			185.0	34.0	0.0	2.0	179.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6184130	401.0	15.0	417.0	523.0			190.0	35.0	0.0	1.0	173.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-9118190	401.0	31.0	432.0	529.0			200.0	26.0		4.0	167.0		0.0			1.0		0.0	0.0	0.0	0.0											0.0	0.0			0.0	0.0		1.0						0.0			
LK-3124135	401.0	25.0	426.0	520.0			176.0	37.0		2.0	182.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-1336195	401.0	32.0	433.0	550.0			190.0	42.0	0.0	2.0	161.0	0.0				2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-1339285	401.0	32.0	433.0	551.0			190.0	42.0	0.0	2.0	161.0	0.0				2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-3115145	401.0	18.0	420.0	496.0			176.0	40.0		2.0	179.0		0.0			1.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-6124120	401.0	18.0	419.0	551.0			194.0	38.0	0.0	2.0	165.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3333290	401.0	17.0	418.0	531.0			144.0	100.0		3.0	151.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-2203120	401.0	29.0	431.0	575.0			192.0	39.0	0.0	4.0	165.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-1227440	401.0	18.0	418.0	533.0			149.0	47.0		2.0	199.0	0.0	0.0	0.0		3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1227530	401.0	18.0	419.0	533.0			149.0	47.0		2.0	199.0	0.0	0.0	0.0		3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-2133205	401.0	30.0	431.0	559.0			235.0	33.0	0.0	2.0	126.0	0.0	0.0			3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		1.0	0.0	0.0								0.0			
LK-3106045	400.0	17.0	416.0	555.0			186.0	46.0		2.0	162.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-2227070	400.0	28.0	428.0	565.0			162.0	21.0	0.0	4.0	210.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-8130235	400.0	26.0	426.0	526.0			214.0	30.0			152.0	0.0	0.0			1.0		0.0	0.0	2.0	0.0															0.0	0.0									0.0		
LK-2139230	400.0	26.0	426.0	552.0			236.0	24.0	0.0	2.0	134.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-2230230	400.0	32.0	433.0	564.0			214.0	24.0	0.0	3.0	156.0	0.0		0.0																		0.0	0.0			0.0					1.0			1.0	0.0			
LK-3154015	400.0	18.0	418.0	542.0			164.0	52.0		2.0	178.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-6133165	400.0	24.0	424.0	606.0			204.0	33.0	0.0	2.0	158.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-9206250	400.0	19.0	419.0	547.0			231.0	31.0	0.0	2.0	132.0		0.0			3.0	0.0	0.0	0.0	0.0												0.0	0.0				0.0								0.0			
LK-6175085	400.0	20.0	419.0	529.0			205.0	20.0	0.0	1.0	171.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3212180	400.0	28.0	427.0	555.0			167.0	50.0	0.0	4.0	175.0		0.0			1.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-6245200	400.0	17.0	417.0	596.0			192.0	27.0	0.0	2.0	174.0	0.0	0.0			4.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-6218145	400.0	19.0	419.0	573.0			199.0	24.0	0.0	2.0	171.0	0.0	0.0			3.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-3118150	400.0	18.0	418.0	494.0			176.0	40.0		2.0	179.0		0.0			1.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-1209235	400.0	16.0	416.0	515.0			186.0	34.0		1.0	175.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-3315250	400.0	17.0	417.0	531.0			144.0	100.0		3.0	151.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-3318040	400.0	17.0	417.0	530.0			144.0	100.0		3.0	151.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-3306170	400.0	19.0	420.0	534.0			166.0	88.0		3.0	141.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-9212260	399.0	18.0	417.0	545.0			171.0	48.0	0.0	2.0	173.0		0.0			3.0	0.0	0.0	0.0	0.0												0.0	0.0				0.0								0.0			
LK-8209005	399.0	36.0	435.0	553.0			178.0	42.0		5.0	171.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0										0.0				0.0	0.0							1.0	0.0			
LK-5236070	399.0	19.0	419.0	512.0	67.0	8.0	11.0	0.0	0.0	1.0	51.0	0.0	0.0	0.0	187.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-6148160	399.0	18.0	417.0	538.0			198.0	25.0	0.0	2.0	172.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6142240	399.0	19.0	419.0	529.0			205.0	20.0	0.0	1.0	170.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6175040	399.0	19.0	419.0	529.0			205.0	20.0	0.0	1.0	170.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-8212100	399.0	38.0	437.0	555.0			166.0	37.0		4.0	189.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0										0.0				0.0	0.0							0.0	0.0			
LK-8212145	399.0	38.0	437.0	555.0			166.0	37.0		4.0	189.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0										0.0				0.0	0.0							0.0	0.0			
LK-9142035	399.0	31.0	430.0	526.0			205.0	25.0		4.0	163.0		0.0			1.0		0.0	0.0	0.0	0.0											0.0	0.0			0.0	0.0		1.0						0.0			
LK-6106205	399.0	19.0	418.0	549.0			184.0	34.0	0.0	2.0	178.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6184005	399.0	15.0	414.0	520.0			188.0	34.0	0.0	1.0	172.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6184145	399.0	15.0	414.0	520.0			188.0	34.0	0.0	1.0	172.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-1327015	399.0	28.0	427.0	548.0			182.0	48.0	0.0	2.0	160.0	0.0				3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-3315150	399.0	17.0	417.0	530.0			144.0	100.0		3.0	150.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-1215035	399.0	15.0	414.0	530.0			168.0	49.0		1.0	176.0	0.0	0.0	0.0		3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-5206070	399.0	34.0	433.0	556.0	0.0	1.0	181.0	35.0	0.0	3.0	177.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-2106240	399.0	30.0	429.0	557.0			234.0	33.0	0.0	2.0	126.0	0.0	0.0			3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		1.0	0.0	0.0								0.0			
LK-2133040	399.0	30.0	429.0	556.0			234.0	33.0	0.0	2.0	126.0	0.0	0.0			3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		1.0	0.0	0.0								0.0			
LK-4112040	398.0	22.0	420.0	1569.0	218.0	137.0	30.0	1.0		1.0					1.0	1.0																							1.0	2.0	6.0	2.0						
LK-2134235	398.0	24.0	422.0	569.0			213.0	20.0	0.0	3.0	160.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		1.0	0.0	0.0								0.0			
LK-8124030	398.0	30.0	429.0	543.0			207.0	28.0			151.0	0.0	0.0			1.0		0.0	0.0	9.0	0.0															0.0	0.0									1.0		
LK-7154165	398.0	24.0	422.0	562.0			206.0	34.0	0.0	4.0	154.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-9212245	398.0	18.0	416.0	544.0			171.0	48.0	0.0	2.0	173.0		0.0			3.0	0.0	0.0	0.0	0.0												0.0	0.0				0.0								0.0			
LK-8209120	398.0	36.0	434.0	551.0			178.0	42.0		5.0	170.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0										0.0				0.0	0.0							1.0	0.0			
LK-6148020	398.0	18.0	416.0	536.0			198.0	25.0	0.0	2.0	172.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-2127040	398.0	27.0	425.0	561.0			214.0	27.0	0.0	2.0	151.0	0.0	0.0			3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-2127105	398.0	27.0	426.0	562.0			214.0	27.0	0.0	2.0	151.0	0.0	0.0			3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-2154130	398.0	29.0	427.0	564.0			171.0	22.0	0.0	3.0	198.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-3136075	398.0	18.0	415.0	537.0			169.0	43.0		2.0	180.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		1.0			1.0		0.0	0.0			
LK-6175175	398.0	19.0	418.0	527.0			204.0	20.0	0.0	1.0	170.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-9218335	398.0	17.0	415.0	520.0			199.0	38.0	0.0	2.0	157.0		0.0			1.0	0.0	0.0	0.0	0.0												0.0	0.0				0.0								0.0			
LK-6178140	398.0	18.0	416.0	528.0			176.0	34.0	0.0	1.0	184.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-9115075	398.0	31.0	428.0	524.0			198.0	26.0		4.0	165.0		0.0			1.0		0.0	0.0	0.0	0.0											0.0	0.0			0.0	0.0		1.0						0.0			
LK-1230275	398.0	15.0	413.0	518.0			163.0	43.0		2.0	188.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1212040	398.0	18.0	416.0	531.0			176.0	53.0		1.0	163.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1212185	398.0	18.0	416.0	531.0			176.0	53.0		1.0	163.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1227570	398.0	17.0	416.0	529.0			148.0	47.0		2.0	197.0	0.0	0.0	0.0		3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-4136055	397.0	19.0	416.0	1692.0	226.0	112.0	30.0	0.0		1.0					9.0	0.0																							0.0	8.0	10.0	1.0						
LK-2134230	397.0	24.0	421.0	567.0			212.0	20.0	0.0	2.0	160.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		1.0	0.0	0.0								0.0			
LK-2227090	397.0	27.0	424.0	560.0			161.0	21.0	0.0	4.0	209.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-9203400	397.0	20.0	417.0	547.0			193.0	33.0	0.0	2.0	165.0		0.0			2.0	0.0	0.0	0.0	0.0												0.0	0.0				0.0								0.0			
LK-5230010	397.0	17.0	414.0	519.0	104.0	12.0	40.0	0.0	0.0	1.0	24.0	0.0	0.0	0.0	205.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-8203200	397.0	35.0	432.0	549.0			177.0	42.0		5.0	170.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0										0.0				0.0	0.0							1.0	0.0			
LK-6145040	397.0	18.0	415.0	534.0			197.0	25.0	0.0	2.0	171.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6133105	397.0	24.0	421.0	602.0			202.0	32.0	0.0	2.0	157.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6139105	397.0	24.0	421.0	556.0			198.0	30.0	0.0	1.0	166.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3145035	397.0	17.0	414.0	515.0			174.0	38.0		1.0	179.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-6245180	397.0	17.0	413.0	591.0			190.0	27.0	0.0	2.0	173.0	0.0	0.0			4.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-6169020	397.0	23.0	420.0	540.0			201.0	27.0	0.0	1.0	165.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-1330230	397.0	28.0	425.0	546.0			181.0	48.0	0.0	2.0	159.0	0.0				3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-3315060	397.0	17.0	414.0	526.0			143.0	99.0		3.0	149.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-1306160	397.0	20.0	417.0	513.0			173.0	44.0	0.0	2.0	171.0	0.0				4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		1.0									
