entity_id	valid	rejected	polled	electors	SLMC	ITAK	UNP	UPFA	RJP	IP1D	UMPA	EPDP	SMBP	NLF	IP6D	IP5D	JHU	IP2D	IP4D	IP3D	USP	S	DPLF	IP9D	IP7D	IP8D	SLPF	JSP	SLNF	ULF	;P7D	SLMK	UPF	CDUA	TLP	IP1-ED	IP2-ED	IP3-ED	IP4-ED	NPP	DUNF	;P4D	SEP
LK-7206105	450.0	29.0	479.0	634.0			195.0	249.0	0.0	0.0			0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0			0.0	0.0	0.0		0.0	0.0														
LK-2303030	450.0	27.0	477.0	610.0			238.0	150.0	0.0				0.0	0.0			6.0				1.0	0.0					0.0	0.0	0.0				39.0	15.0	0.0	0.0	0.0	0.0	0.0				
LK-3245035	450.0	22.0	472.0	653.0			150.0	276.0		0.0			0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-3245200	450.0	22.0	472.0	653.0			150.0	276.0		0.0			0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-2154045	450.0	39.0	489.0	681.0			229.0	202.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-3136070	450.0	26.0	476.0	640.0			170.0	258.0	0.0	0.0			0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-3154035	450.0	27.0	477.0	628.0			168.0	265.0	0.0	0.0			0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-6151110	450.0	18.0	468.0	640.0			200.0	202.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-6154105	450.0	18.0	468.0	639.0			200.0	202.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-6157180	450.0	18.0	468.0	639.0			200.0	202.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-3212055	450.0	32.0	482.0	658.0			153.0	281.0		0.0			0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	2.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-6178130	450.0	23.0	473.0	630.0			188.0	236.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-3121070	450.0	29.0	479.0	575.0			183.0	257.0	0.0	0.0			0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0													
LK-1230480	450.0	20.0	470.0	611.0			149.0	260.0	0.0	0.0			0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0						0.0		
LK-4112090	449.0	34.0	483.0	1352.0	0.0	388.0			0.0	8.0		50.0		1.0			0.0	0.0			1.0	0.0																					
LK-2145195	449.0	38.0	487.0	663.0			252.0	180.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-9203215	449.0	25.0	474.0	634.0			182.0	240.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	24.0	0.0		0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0			0.0			0.0							0.0	
LK-8203175	449.0	32.0	481.0	650.0			176.0	268.0	0.0	0.0			0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0	1.0													
LK-2139435	449.0	27.0	476.0	638.0			214.0	199.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-2136295	449.0	22.0	471.0	626.0			203.0	205.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-3227090	449.0	26.0	475.0	654.0			148.0	281.0		0.0			0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-3233050	449.0	26.0	475.0	653.0			148.0	280.0		0.0			0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-6151070	449.0	18.0	467.0	639.0			200.0	202.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-6154200	449.0	18.0	467.0	638.0			199.0	201.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-3142175	449.0	24.0	473.0	615.0			172.0	250.0	0.0	0.0			0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0													
LK-6106095	449.0	22.0	471.0	639.0			183.0	259.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-6109020	449.0	22.0	471.0	639.0			183.0	259.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-1209230	449.0	19.0	469.0	607.0			176.0	230.0	0.0	0.0			0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0	2.0	0.0			0.0			0.0						0.0		
LK-1230645	449.0	20.0	469.0	609.0			148.0	259.0	0.0	0.0			0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0						0.0		
LK-1324155	449.0	25.0	474.0	614.0			191.0	213.0	0.0	0.0	1.0		0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-7148045	449.0	28.0	477.0	644.0			169.0	269.0	0.0	0.0			0.0	0.0		0.0	8.0	0.0	0.0	0.0	2.0	0.0					0.0	0.0	0.0														
LK-2212035	449.0	43.0	492.0	663.0			182.0	251.0	0.0	0.0			0.0	0.0	1.0	0.0	12.0	0.0	0.0	0.0	2.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-1318045	449.0	22.0	471.0	597.0			156.0	240.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-1227330	449.0	22.0	471.0	622.0			138.0	258.0	0.0	0.0			0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0						0.0		
LK-1215265	449.0	18.0	467.0	606.0			161.0	231.0	0.0	0.0			0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	2.0	0.0			0.0			0.0						0.0		
LK-3312125	449.0	31.0	480.0	628.0			164.0	283.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	1.0	0.0	0.0													
LK-4512075	448.0	33.0	481.0	868.0	0.0	443.0			0.0	3.0		2.0		0.0			0.0	0.0			0.0	0.0																					
LK-9203050	448.0	25.0	473.0	633.0			182.0	240.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	24.0	0.0		0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0			0.0			0.0							0.0	
LK-6145280	448.0	23.0	471.0	643.0			211.0	219.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-2218085	448.0	38.0	486.0	677.0			233.0	179.0	0.0	0.0			0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	3.0	0.0					0.0	1.0	0.0			0.0			0.0					1.0			
LK-3330245	448.0	24.0	472.0	645.0			158.0	287.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	1.0	0.0	0.0													
LK-2127230	448.0	31.0	479.0	634.0			210.0	203.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-2127340	448.0	31.0	478.0	633.0			210.0	202.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-6245260	448.0	27.0	476.0	719.0			196.0	225.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0											
LK-6181075	448.0	20.0	468.0	623.0			184.0	238.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-6181155	448.0	20.0	468.0	623.0			184.0	238.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-6184090	448.0	20.0	468.0	623.0			184.0	238.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-1333125	448.0	33.0	481.0	625.0			187.0	241.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-3121135	448.0	29.0	477.0	573.0			182.0	257.0	0.0	0.0			0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0													
LK-1230500	448.0	20.0	468.0	608.0			148.0	259.0	0.0	0.0			0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0						0.0		
LK-2133390	448.0	34.0	482.0	650.0			227.0	184.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-2130105	447.0	20.0	467.0	641.0			250.0	124.0	0.0	0.0	0.0		0.0	1.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-2145340	447.0	38.0	485.0	660.0			251.0	180.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-2112090	447.0	42.0	489.0	683.0			257.0	158.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-7154095	447.0	27.0	474.0	649.0			193.0	240.0	0.0	0.0			0.0	0.0		0.0	11.0	0.0	0.0	0.0	2.0	0.0					0.0	1.0	0.0														
LK-7154240	447.0	27.0	473.0	647.0			192.0	240.0	0.0	0.0			0.0	0.0		0.0	11.0	0.0	0.0	0.0	2.0	0.0					0.0	1.0	0.0														
LK-7166095	447.0	27.0	474.0	649.0			193.0	240.0	0.0	0.0			0.0	0.0		0.0	11.0	0.0	0.0	0.0	2.0	0.0					0.0	1.0	0.0														
LK-2218245	447.0	38.0	485.0	675.0			233.0	179.0	0.0	0.0			0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	3.0	0.0					0.0	1.0	0.0			0.0			0.0					1.0			
LK-7109165	447.0	23.0	470.0	662.0			171.0	269.0	0.0	0.0			0.0	0.0		0.0	5.0	0.0	0.0	0.0	2.0	0.0					0.0	0.0	0.0														
LK-5236140	447.0	28.0	475.0	590.0	165.0	84.0	16.0	179.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	1.0	0.0		0.0													
LK-2151105	447.0	39.0	487.0	678.0			228.0	201.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-2127065	447.0	30.0	477.0	631.0			209.0	202.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-2127305	447.0	30.0	477.0	631.0			209.0	202.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-7118170	447.0	26.0	473.0	645.0			172.0	255.0	0.0	0.0			0.0	0.0		0.0	17.0	0.0	0.0	0.0	1.0	0.0					0.0	1.0	0.0														
LK-6121125	447.0	34.0	481.0	667.0			189.0	244.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-6245250	447.0	27.0	474.0	717.0			196.0	224.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0											
LK-6184230	447.0	20.0	467.0	622.0			183.0	237.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-9145005	447.0	25.0	472.0	606.0			212.0	220.0	0.0	0.0			0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	0.0	0.0	1.0													
LK-6172160	447.0	25.0	473.0	637.0			200.0	220.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-6172225	447.0	25.0	473.0	637.0			200.0	220.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-1336055	447.0	33.0	480.0	623.0			187.0	240.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-1209280	447.0	19.0	466.0	604.0			176.0	229.0	0.0	0.0			0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0	2.0	0.0			0.0			0.0						0.0		
LK-6124125	447.0	22.0	469.0	646.0			189.0	248.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-8230035	447.0	29.0	476.0	618.0			158.0	278.0	0.0	0.0			0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0	1.0													
LK-2133100	447.0	34.0	480.0	647.0			226.0	183.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-4115085	446.0	34.0	480.0	1344.0	0.0	386.0			0.0	8.0		50.0		1.0			0.0	0.0			1.0	0.0																					
LK-4130115	446.0	40.0	487.0	782.0	0.0	421.0			0.0	7.0		17.0		0.0			0.0	0.0			0.0	0.0																					
LK-6145305	446.0	23.0	469.0	639.0			210.0	218.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-6239080	446.0	27.0	473.0	700.0			188.0	232.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	2.0	0.0	0.0	0.0	0.0											
LK-3327100	446.0	24.0	470.0	643.0			157.0	286.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	1.0	0.0	0.0													
LK-2154070	446.0	39.0	486.0	676.0			228.0	200.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-2157015	446.0	39.0	486.0	676.0			228.0	200.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-3154220	446.0	27.0	473.0	623.0			167.0	263.0	0.0	0.0			0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-6151125	446.0	18.0	463.0	633.0			198.0	200.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-6133180	446.0	27.0	473.0	680.0			205.0	217.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-8218085	446.0	32.0	479.0	651.0			169.0	270.0	0.0	0.0			0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0	1.0													
LK-6172170	446.0	25.0	471.0	635.0			199.0	219.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-1230565	446.0	20.0	466.0	605.0			148.0	258.0	0.0	0.0			0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0						0.0		
LK-3333215	446.0	26.0	472.0	614.0			140.0	304.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0													
LK-1321300	446.0	23.0	469.0	612.0			161.0	232.0	0.0	0.0	0.0		0.0	1.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-1233120	446.0	18.0	464.0	608.0			139.0	245.0	0.0	0.0			0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	2.0	0.0			0.0			0.0						0.0		
LK-9209245	445.0	27.0	471.0	640.0			201.0	222.0	0.0	0.0	1.0		0.0	0.0	0.0	0.0	19.0	0.0		0.0	1.0			0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0							0.0	
LK-8118140	445.0	46.0	491.0	663.0			264.0	173.0	0.0	0.0			0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0		1.0													
LK-7154200	445.0	27.0	472.0	645.0			192.0	239.0	0.0	0.0			0.0	0.0		0.0	11.0	0.0	0.0	0.0	2.0	0.0					0.0	1.0	0.0														
LK-2139125	445.0	27.0	472.0	632.0			212.0	197.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-3245110	445.0	21.0	466.0	645.0			148.0	273.0		0.0			0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-2136010	445.0	22.0	467.0	621.0			201.0	203.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-1315075	445.0	33.0	477.0	608.0			199.0	221.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-8212185	445.0	32.0	477.0	650.0			169.0	269.0	0.0	0.0			0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0	1.0													
LK-6184320	445.0	20.0	465.0	618.0			182.0	236.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-1209345	445.0	19.0	465.0	602.0			175.0	228.0	0.0	0.0			0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0	2.0	0.0			0.0			0.0						0.0		
LK-6112015	445.0	22.0	467.0	643.0			188.0	247.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-6127250	445.0	22.0	467.0	643.0			188.0	247.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-6127310	445.0	22.0	467.0	643.0			188.0	247.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-2206175	445.0	42.0	487.0	657.0			180.0	249.0	0.0	0.0			0.0	0.0	1.0	0.0	12.0	0.0	0.0	0.0	2.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-1321310	445.0	23.0	468.0	611.0			160.0	232.0	0.0	0.0	0.0		0.0	1.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-1215180	445.0	18.0	463.0	602.0			160.0	229.0	0.0	0.0			0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	2.0	0.0			0.0			0.0						0.0		
LK-4109105	444.0	36.0	480.0	1028.0	0.0	375.0			0.0	15.0		51.0		1.0			0.0	0.0			1.0	0.0																					
LK-4130050	444.0	40.0	484.0	779.0	0.0	419.0			0.0	7.0		17.0		0.0			0.0	0.0			0.0	0.0																					
LK-7109145	444.0	23.0	466.0	657.0			170.0	267.0	0.0	0.0			0.0	0.0		0.0	5.0	0.0	0.0	0.0	2.0	0.0					0.0	0.0	0.0														
LK-7206060	444.0	28.0	472.0	625.0			193.0	245.0	0.0	0.0			0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0			0.0	0.0	0.0		0.0	0.0														
LK-6160075	444.0	24.0	468.0	645.0			198.0	214.0	0.0	0.0	1.0		0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-6121060	444.0	34.0	478.0	663.0			188.0	243.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-6142110	444.0	18.0	462.0	617.0			196.0	226.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-6209040	444.0	44.0	488.0	711.0			173.0	259.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0											
LK-6169135	444.0	25.0	469.0	632.0			198.0	219.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-9115245	444.0	31.0	475.0	605.0			196.0	227.0	0.0	0.0			0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0	1.0													
LK-6124140	444.0	22.0	466.0	642.0			187.0	246.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-6127215	444.0	22.0	466.0	642.0			188.0	246.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-4139055	443.0	37.0	480.0	1488.0	1.0	399.0			0.0	1.0		40.0		0.0			0.0	0.0			0.0	0.0																					
LK-4203155	443.0	38.0	481.0	1016.0		357.0	61.0	2.0	0.0	0.0		7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0		13.0	1.0	0.0	0.0																	
LK-2209170	443.0	39.0	481.0	634.0			202.0	230.0	0.0	0.0			0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-2227180	443.0	39.0	482.0	634.0			203.0	230.0	0.0	0.0			0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-6145170	443.0	23.0	466.0	635.0			208.0	216.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-6145185	443.0	23.0	466.0	635.0			208.0	216.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-2151205	443.0	39.0	482.0	671.0			226.0	199.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-6139025	443.0	33.0	476.0	661.0			187.0	242.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
